Rank,ReleaseYear,year,Movie_first,Movie_second,DomesticGross,WorldwideGross,movieId
3497,1977-05-25,1977,Star Wars Ep. IV,A New Hope,460998007,786598007,"NA"
3498,1984-06-08,1984,Gremlins,NA,148168459,148199515,tt0087363
3499,1965-12-22,1965,Doctor Zhivago,NA,111897830,112036323,tt0059113
3500,2010-12-10,2010,The Fighter,NA,93617009,129262388,tt0964517
3501,2008-10-24,2008,High School Musical 3,Senior Year,90559416,274392880,tt0962726
3502,1991-12-27,1991,Fried Green Tomatoes,NA,81204830,81204830,tt0101921
3503,2006-09-22,2006,Jackass,Number Two,72778712,85278712,tt0493430
3504,1992-03-13,1992,My Cousin Vinny,NA,52929168,52929168,tt0104952
3505,2014-08-22,2014,If I Stay,NA,50474843,78356170,tt1355630
3506,1989-04-07,1989,Major League,NA,49793054,49793054,tt0097815
3507,2003-04-04,2003,Phone Booth,NA,46566212,97837138,"NA"
3508,2002-01-25,2002,A Walk to Remember,NA,41227069,46060861,tt0281358
3509,1995-12-29,1995,Dead Man Walking,NA,39387284,83088295,tt0112818
3510,1999-03-05,1999,Cruel Intentions,NA,38665260,76238901,tt0139134
3511,2015-11-04,2015,Brooklyn,NA,38322743,62076141,tt2381111
3512,2008-10-17,2008,The Secret Life of Bees,NA,37780486,39994347,tt0416212
3513,2015-04-01,2015,Woman in Gold,NA,33307793,58586407,tt2404425
3514,1981-06-12,1981,History of the World,Part I,31672000,31672000,tt0082517
3515,2017-12-08,2017,"I, Tonya",NA,30014534,53797409,tt5580036
3516,2009-10-23,2009,Saw VI,NA,27693292,69752402,tt1233227
3517,2001-10-12,2001,Corky Romano,NA,23978402,25116103,tt0250310
3518,2019-02-14,2019,Fighting With My Family,NA,22958583,38730232,tt6513120
3519,1992-08-07,1992,Raising Cain,NA,21171695,21171695,tt0105217
3520,1978-04-13,1978,F.I.S.T,NA,20388920,20388920,"NA"
3522,2012-12-26,2012,Quartet,NA,18388357,56178935,tt1441951
3523,2001-11-21,2001,Out Cold,NA,13906394,14786394,tt0253798
3524,2000-10-13,2000,The Ladies Man,NA,13592872,13719474,tt0213790
3525,2001-03-30,2001,Tomcats,NA,13558739,13558739,tt0246989
3526,2013-11-06,2013,Inside Llewyn Davis,NA,13248209,32943247,tt2042568
3527,2002-04-12,2002,Frailty,NA,13110448,19947280,tt0360772
3528,1993-02-19,1993,Army of Darkness,NA,11502976,21502976,tt2651324
3529,2004-11-12,2004,Kinsey,NA,10214647,17443529,tt0362269
3530,2013-05-10,2013,Peeples,NA,9177065,9307166,tt1699755
3531,1993-12-25,1993,What's Eating Gilbert Grape,NA,9170214,9170214,tt0108550
3532,2016-07-01,2016,Sultan,NA,5599781,72989781,tt4832640
3533,2002-02-01,2002,Slackers,NA,4814244,5942218,tt0240900
3534,2003-09-26,2003,The Gospel of John,NA,4068087,4234355,tt0377992
3535,2004-10-10,2004,Vera Drake,NA,3753806,13353855,tt0383694
3536,2011-10-14,2011,La piel que habito,NA,3185193,38190517,"NA"
3537,2003-01-31,2003,The Guru,NA,3051221,24150550,"NA"
3538,1995-12-14,1995,Othello,NA,2844379,2844379,tt0114057
3539,1995-05-12,1995,The Perez Family,NA,2794056,2794056,tt0114113
3542,2016-07-01,2016,La Tortue Rouge,NA,920057,6712903,tt6986684
3543,2007-09-07,2007,Romance and Cigarettes,NA,551002,3231251,"NA"
3544,2006-11-10,2006,Copying Beethoven,NA,355968,6586324,tt0424908
3545,2011-08-26,2011,Brighton Rock,NA,229653,229653,"NA"
3546,2012-11-16,2012,Le pr??nom,NA,61611,25307405,"NA"
3547,2014-12-17,2014,La famille B??lier,NA,0,82438670,"NA"
3548,2012-05-04,2012,LOL,NA,0,10431506,tt1592873
3549,2016-02-05,2016,Misconduct,NA,0,2352511,tt3658772
3551,2008-10-24,2008,Saw V,NA,56746769,118209778,tt1132626
3552,2012-05-25,2012,Les Intouchables,NA,13182281,484873045,"NA"
3553,2007-04-27,2007,Jindabyne,NA,399879,2862544,"NA"
3554,2006-08-11,2006,Kabhi Alvida Naa Kehna,NA,3275443,32575443,tt0449999
3555,1979-05-25,1979,Alien,NA,80930630,203628947,tt0078748
3556,1982-06-04,1982,Poltergeist,NA,74706019,121706019,tt0084516
3557,1999-06-18,1999,An Ideal Husband,NA,18542974,31341183,tt0122541
3558,2004-12-25,2004,Darkness,NA,22163442,34409206,tt0287733
3559,2013-12-06,2013,The Last Days on Mars,NA,24084,261364,tt1709143
3560,1982-06-11,1982,ET,The Extra-Terrestrial,435110554,792965326,tt0123730
3561,1968-04-02,1968,2001,A Space Odyssey,59936321,71928046,tt0062622
3562,2007-04-20,2007,In the Land of Women,NA,11052958,14140402,tt0419843
3564,2004-02-20,2004,The Blue Butterfly,NA,1610194,1610194,tt0313300
3565,2001-11-02,2001,Le Fabuleux destin d'Am??lie Poulain,NA,33201661,174201661,"NA"
3566,2018-12-26,2018,PMC,deo beong-keo,0,12478635,"NA"
3567,1983-02-18,1983,Lovesick,NA,10143618,10143618,tt0085873
3568,2010-04-30,2010,Housefull,NA,1183658,18726300,tt1573072
3569,2007-08-24,2007,September Dawn,NA,1066555,1066555,tt0473700
3570,2018-10-17,2018,Halloween,NA,159342015,254902722,tt1502407
3571,1997-12-05,1997,Good Will Hunting,NA,138433435,225925989,tt0119217
3572,2004-10-22,2004,The Grudge,NA,110359362,187281115,tt0391198
3573,2016-08-25,2016,Don?€?t Breathe,NA,89217875,158973685,"NA"
3574,1981-06-26,1981,Stripes,NA,85300000,85300000,tt0083131
3575,2006-10-27,2006,Saw III,NA,80238724,163876815,tt0489270
3576,2016-07-01,2016,The Purge,Election Year,79042440,118514727,tt4094724
3577,2018-05-18,2018,Book Club,NA,68566296,91309403,tt6857166
3578,2000-08-25,2000,Bring it On,NA,68353550,90453550,tt0204946
3579,2018-01-03,2018,Insidious,The Last Key,67745330,172811971,tt5726086
3580,1999-01-29,1999,She's All That,NA,63465522,63465522,tt0160862
3581,2007-10-26,2007,Saw IV,NA,63300095,135759694,tt0890870
3582,2006-02-24,2006,Madea's Family Reunion,NA,63257940,63320521,tt0455612
3583,2005-01-07,2005,White Noise,NA,56094360,92094360,tt0375210
3584,1986-10-17,1986,The Color of Money,NA,52293000,52293000,tt0090863
3585,2015-06-04,2015,Insidious Chapter 3,NA,52218558,120453155,tt3195644
3586,1992-10-02,1992,The Mighty Ducks,NA,50752337,50752337,tt0104868
3587,2017-11-03,2017,Lady Bird,NA,48958273,78610769,tt4925292
3588,2009-11-06,2009,Precious (Based on the Novel Push by Sapphire),NA,47566524,68722848,"NA"
3589,2012-02-24,2012,The Best Exotic Marigold Hotel,NA,46383639,134639780,tt5173200
3590,2018-06-01,2018,Hereditary,NA,44069456,81301558,tt7784604
3591,2018-03-16,2018,"Love, Simon",NA,40826341,65520633,tt5164432
3592,1989-02-17,1989,Bill & Ted's Excellent Adventure,NA,40485039,40485039,tt0096928
3593,1962-10-04,1962,The Longest Day,NA,39100000,50100000,tt0056197
3594,1996-02-16,1996,Happy Gilmore,NA,38623460,41004412,tt0116483
3595,2017-10-27,2017,Jigsaw,NA,38052832,104223315,tt3348730
3596,2001-08-31,2001,Jeepers Creepers,NA,37904175,58939035,tt0263488
3597,1985-06-28,1985,St. Elmo?€?s Fire,NA,37800000,37800000,"NA"
3598,1968-12-11,1968,Oliver!,NA,37402877,37402877,tt0063385
3599,2001-02-16,2001,Recess,School's Out,36696761,44451470,tt2339607
3600,1985-07-10,1985,Mad Max Beyond Thunderdome,NA,36230219,36230219,tt0089530
3601,1977-11-03,1977,Pete?€?s Dragon,NA,36000000,36000000,"NA"
3602,2016-01-21,2016,The Boy,NA,35819556,68220952,tt3882082
3603,1985-10-04,1985,Commando,NA,35073978,35073978,tt0088944
3604,2017-05-19,2017,"Everything, Everything",NA,34121140,61603136,tt5001718
3605,2010-09-17,2010,Devil,NA,33679655,63354114,tt1314655
3606,2002-11-22,2002,Friday After Next,NA,33253609,33526835,tt0293815
3607,2015-02-26,2015,The Second Best Exotic Marigold Hotel,NA,33078266,90384306,tt2555736
3608,1985-03-22,1985,The Last Dragon,NA,33000000,33000000,tt0089461
3609,2017-04-28,2017,How to Be a Latin Lover,NA,32149404,62556228,tt4795124
3610,1992-03-06,1992,The Lawnmower Man,NA,32100816,32100816,tt0104692
3611,2008-10-03,2008,Nick and Norah's Infinite Playlist,NA,31487293,33886017,tt0981227
3612,2003-12-19,2003,Calendar Girls,NA,31011616,93074616,tt0337909
3613,1999-11-12,1999,Dogma,NA,30651422,43948865,tt0120655
3614,2018-05-18,2018,Slender Man,NA,30564825,51945949,tt5690360
3615,2002-09-20,2002,The Banger Sisters,NA,30306281,38067218,tt0280460
3616,2000-12-08,2000,Snatch,NA,30093107,83593107,tt0208092
3617,1989-05-19,1989,Road House,NA,30050028,30050028,tt0098206
3618,2018-07-27,2018,Teen Titans Go! To The Movies,NA,29790236,51620593,tt7424200
3619,2016-09-08,2016,When the Bough Breaks,NA,29747603,30768449,tt1389139
3620,1983-06-24,1983,Twilight Zone,The Movie,29500000,29500000,tt0086491
3621,1994-11-23,1994,A Low Down Dirty Shame,NA,29317886,29317886,tt0110399
3622,2013-08-30,2013,One Direction,This is Us,28873374,68541786,tt2515086
3623,2002-09-06,2002,Swimfan,NA,28564995,34084228,tt0283026
3624,2006-10-06,2006,Employee of the Month,NA,28444855,38364855,tt0424993
3625,2015-08-19,2015,Sinister 2,NA,27740955,54104225,tt2752772
3626,2016-01-07,2016,The Forest,NA,26594261,40749230,tt3387542
3627,2009-11-06,2009,The Fourth Kind,NA,26218170,49486874,tt1220198
3628,1983-03-25,1983,The Outsiders,NA,25697647,25697647,tt0086066
3629,1998-06-12,1998,Can't Hardly Wait,NA,25358996,25358996,tt0127723
3630,2012-08-17,2012,Sparkle,NA,24397469,24660323,tt1876451
3631,2016-10-14,2016,Kevin Hart,What Now?,23591043,23591043,tt4669186
3632,2013-04-26,2013,Mud,NA,21590086,31556959,tt3379694
3633,2010-11-12,2010,Skyline,NA,21416355,68264973,tt1564585
3634,2017-12-01,2017,The Disaster Artist,NA,21120616,28717667,tt3521126
3635,2016-09-15,2016,Blair Witch,NA,20777061,38985577,tt1540011
3636,1983-10-21,1983,The Dead Zone,NA,20766000,20766000,tt0085407
3637,2001-02-02,2001,Valentine,NA,20384136,20384136,tt0242998
3638,2006-06-09,2006,A Prairie Home Companion,NA,20342852,26716191,tt0420087
3639,2007-02-23,2007,Reno 911!,Miami,20342161,21851362,tt0499554
3640,1998-07-24,1998,Jane Austen's Mafia,NA,19843795,30143795,"NA"
3641,2015-10-21,2015,Paranormal Activity,The Ghost Dimension,18297124,77959374,tt2473510
3642,1994-02-25,1994,Sugar Hill,NA,18272447,18423914,"NA"
3643,2008-06-20,2008,Kit Kittredge,An American Girl,17657973,17657973,tt0846308
3644,1985-09-27,1985,Invasion U.S.A.,NA,17536256,17536256,tt0089348
3645,2005-09-23,2005,Roll Bounce,NA,17380866,17433072,tt0403455
3646,1998-12-11,1998,Rushmore,NA,17105219,19080435,tt0128445
3647,1990-01-19,1990,Tremors,NA,16667084,16667084,tt0100814
3648,2005-06-17,2005,The Perfect Man,NA,16535005,19535005,tt0380623
3649,1990-08-03,1990,Mo' Better Blues,NA,16153000,16153000,tt0100168
3650,2002-01-25,2002,Kung Pow,Enter the Fist,16033556,17033556,tt0240468
3651,2016-10-07,2016,The Birth of a Nation,NA,15861566,16891011,tt4196450
3652,2003-05-30,2003,Wrong Turn,NA,15417771,28649556,tt0295700
3653,1980-05-16,1980,The Long Riders,NA,15198912,15198912,tt0081071
3654,1999-03-12,1999,The Corruptor,NA,15164492,15164492,tt0142192
3655,2009-08-14,2009,The Goods,"Live Hard, Sell Hard",15122676,15297318,tt1092633
3656,2011-11-23,2011,My Week with Marilyn,NA,14597405,34240572,tt1655420
3657,2014-12-25,2014,Big Eyes,NA,14482031,27317872,tt1126590
3658,2005-08-05,2005,Broken Flowers,NA,13744960,40744960,tt0412019
3659,2002-06-28,2002,Hey Arnold! The Movie,NA,13684949,13684949,tt0314166
3660,2005-12-30,2005,The Matador,NA,12589255,17300838,tt0365485
3661,1997-03-14,1997,Love Jones,NA,12554569,12554569,tt0119572
3662,2000-12-19,2000,The Gift,NA,12008642,44567606,tt0219699
3663,2006-01-20,2006,End of the Spear,NA,11748661,11924041,"NA"
3664,2001-03-09,2001,Get Over It,NA,11560259,19860259,tt0192071
3665,2000-10-20,2000,The Legend of Drunken Master,NA,11546543,11546543,"NA"
3666,1999-02-19,1999,Office Space,NA,10827813,12179708,tt0151804
3667,1999-07-23,1999,Drop Dead Gorgeous,NA,10571408,10571408,tt0157503
3668,2019-04-05,2019,The Best of Enemies,NA,10205616,10220614,tt4807408
3669,1998-04-03,1998,The Spanish Prisoner,NA,10162034,13835130,"NA"
3670,1999-06-11,1999,Le Violon rouge,NA,10019109,10019109,"NA"
3671,1998-11-25,1998,Very Bad Things,NA,9949470,21094974,tt0124198
3672,2004-07-09,2004,Sleepover,NA,9408183,9408183,tt0368975
3673,2012-02-08,2012,Movie 43,NA,8840453,31164747,"NA"
3674,2018-10-19,2018,Can You Ever Forgive Me?,NA,8803865,12517379,tt4595882
3675,1984-10-26,1984,Body Double,NA,8801940,8801940,tt0086984
3676,2010-05-21,2010,MacGruber,NA,8525600,8629895,tt1470023
3677,2003-07-18,2003,Dirty Pretty Things,NA,8112414,14156753,"NA"
3678,2014-03-14,2014,Bad Words,NA,7779614,7843145,"NA"
3679,2015-03-27,2015,While We're Young,NA,7582065,17503828,"NA"
3680,2008-02-01,2008,Over Her Dead Body,NA,7570127,21596074,tt0785007
3681,2001-10-24,2001,Bones,NA,7316658,8378853,tt0166110
3682,2012-06-22,2012,Seeking a Friend for the End of the World,NA,7078738,11766959,tt1307068
3683,2006-12-01,2006,Turistas,NA,7027762,14321070,tt0454970
3684,2016-03-17,2016,Shut In,NA,6900335,11360665,tt2582500
3685,2011-02-11,2011,Cedar Rapids,NA,6861102,7862131,tt1477837
3686,2012-11-29,2012,The Collection,NA,6810754,8890094,tt1748227
3687,1998-10-30,1998,American History X,NA,6719864,6719864,tt0120586
3688,2018-08-16,2018,A.X.L.,NA,6501381,8259753,"NA"
3689,2004-01-16,2004,Teacher's Pet,The Movie,6491969,6491969,tt0350194
3690,1999-10-15,1999,The Straight Story,NA,6197866,6197866,tt0166896
3691,2002-05-03,2002,Deuces Wild,NA,6044618,6244618,tt0231448
3692,2008-03-28,2008,"Run, Fatboy, Run",NA,6003262,33512260,"NA"
3693,1981-12-18,1981,Heartbeeps,NA,6000000,6000000,tt0082507
3694,2015-03-20,2015,Danny Collins,NA,5637066,8465845,tt1772288
3695,2007-07-04,2007,Rescue Dawn,NA,5490423,7037886,tt1156320
3696,2000-04-05,2000,Black and White,NA,5241315,5241315,tt0204193
3697,2010-06-18,2010,Io sono l?€?amore,NA,5005465,15121528,"NA"
3698,2019-08-09,2019,Brian Banks,NA,4376820,4376820,"NA"
3699,2001-10-26,2001,On the Line,NA,4365455,4690802,tt0279286
3700,2018-06-15,2018,Gotti,NA,4286367,6089100,tt1801552
3701,2012-03-16,2012,"Jeff, Who Lives at Home",NA,4269426,4708127,"NA"
3702,2016-09-30,2016,Denial,NA,4073448,9263940,tt4645330
3703,2016-03-11,2016,The Man Who Knew Infinity,NA,3877922,12382122,"NA"
3704,2016-10-14,2016,Max Steel,NA,3818664,4563080,tt1472584
3705,2016-03-30,2016,Everybody Wants Some,NA,3400278,5437126,tt2937696
3706,1996-10-04,1996,Crash,NA,3357324,3357324,tt0115964
3707,2012-10-12,2012,Atlas Shrugged,Part II,3336053,3336053,tt1985017
3708,1994-02-04,1994,Romeo Is Bleeding,NA,3275585,3275585,"NA"
3709,1999-10-08,1999,The Limey,NA,3193102,6030047,tt0165854
3710,2014-11-14,2014,Rosewater,NA,3128941,3185717,tt2752688
3711,2000-12-22,2000,The House of Mirth,NA,3041803,5149131,tt0200720
3712,1987-05-01,1987,Malone,NA,3000000,3000000,tt0093483
3713,2006-06-02,2006,Peaceful Warrior,NA,2893666,3260179,tt0438315
3714,2011-09-09,2011,Bucky Larson,Born to Be a Star,2529395,2529395,tt1411664
3715,2000-10-06,2000,Bamboozled,NA,2185266,2373937,tt0215545
3716,1981-02-11,1981,Sphinx,NA,2000000,11400000,tt0083113
3717,2013-05-03,2013,The Iceman,NA,1930282,3623609,"NA"
3718,2015-01-16,2015,Testament of Youth,NA,1822250,6646669,tt6049430
3719,2017-03-31,2017,Free Fire,NA,1799322,3793739,"NA"
3720,2011-06-24,2011,A Better Life,NA,1759252,1884251,tt1554091
3721,2003-02-28,2003,Spider,NA,1641788,1641788,tt0290983
3722,2000-02-04,2000,Gun Shy,NA,1638202,1638202,tt0171356
3723,2002-12-27,2002,Nicholas Nickleby,NA,1562800,1562800,tt0309912
3724,2010-04-16,2010,The Joneses,NA,1475746,3541565,tt2367359
3725,2006-06-23,2006,Krrish,NA,1430721,32430721,tt0432637
3726,2012-06-29,2012,Killer Joe,NA,1291645,4659110,"NA"
3727,2017-03-30,2017,Churchill,NA,1279681,7582196,tt2674454
3728,2000-08-11,2000,Cecil B. Demented,NA,1276984,1953882,tt0173716
3729,2014-03-21,2014,50 to 1,NA,1069454,1069454,tt1777595
3730,2003-05-02,2003,Owning Mahowny,NA,1011054,1011054,tt0285861
3731,2007-10-19,2007,The Ten Commandments,NA,952820,1051907,tt0955411
3732,2007-09-07,2007,The Brothers Solomon,NA,900926,900926,tt0784972
3733,2008-04-04,2008,My Blueberry Nights,NA,866778,22198996,"NA"
3734,1999-08-06,1999,Illuminata,NA,836641,836641,"NA"
3735,2012-01-20,2012,Coriolanus,NA,749641,2179623,"NA"
3736,2013-10-04,2013,Parkland,NA,641439,1616353,tt2345112
3737,2002-10-11,2002,Swept Away,NA,598645,598645,tt0291502
3738,2008-05-23,2008,"War, Inc.",NA,580862,1299855,tt0884224
3739,2004-04-02,2004,Shaolin Soccer,NA,488872,42776032,"NA"
3740,2004-08-27,2004,The Brown Bunny,NA,366301,630427,"NA"
3741,2007-09-14,2007,King of California,NA,268461,1165102,tt0388182
3742,1997-10-24,1997,Rien ne va plus,NA,245359,5045359,"NA"
3743,1998-08-14,1998,La femme de chambre du Titanic,NA,244465,244465,"NA"
3744,2004-12-17,2004,Imaginary Heroes,NA,228524,290875,tt0373024
3745,2001-10-26,2001,High Heels and Low Lifes,NA,226792,226792,tt0253126
